Data,0,length,message_index,"7",,start_time,"995750095",,total_elapsed_time,"30.0",s,total_timer_time,"30.0",s,length_type,"1",,timestamp,"995750125",,avg_speed,"0.762",m/s,swim_stroke,"1",swim_stroke,total_strokes,"10",strokes,avg_swimming_cadence,"20",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750160",s,distance,"182.88",m,speed,"0.653",m/s,cadence,"34",rpm,enhanced_speed,"0.653",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"8",,start_time,"995750125",,total_elapsed_time,"35.0",s,total_timer_time,"35.0",s,length_type,"1",,timestamp,"995750160",,avg_speed,"0.653",m/s,swim_stroke,"1",swim_stroke,total_strokes,"20",strokes,avg_swimming_cadence,"34",strokes/min,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"2",,timestamp,"995750160",s,start_time,"995750050",,total_elapsed_time,"110.0",s,total_timer_time,"110.0",s,total_distance,"91.44",m,first_length_index,"5",,num_active_lengths,"4",lengths,num_lengths,"4",lengths,total_strokes,"80",strokes,avg_stroke_distance,"1.14",m,sport,"5",,sub_sport,"17",,
Definition,0,record,timestamp,1,,distance,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750220",s,distance,"205.74",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,,,,,,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"9",,start_time,"995750160",,total_elapsed_time,"60.0",s,total_timer_time,"60.0",s,length_type,"0",,timestamp,"995750220",,,,,,,,,,,,,,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"3",,timestamp,"995750220",s,start_time,"995750160",,total_elapsed_time,"60.0",s,total_timer_time,"60.0",s,total_distance,"0.0",m,first_length_index,"9",,num_active_lengths,"0",lengths,num_lengths,"1",lengths,total_strokes,"0",strokes,sport,"5",,sub_sport,"17",,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750240",s,distance,"205.74",m,speed,"1.143",m/s,cadence,"90",rpm,enhanced_speed,"1.143",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"10",,start_time,"995750220",,total_elapsed_time,"20.0",s,total_timer_time,"20.0",s,length_type,"1",,timestamp,"995750240",,avg_speed,"1.143",m/s,swim_stroke,"2",swim_stroke,total_strokes,"30",strokes,avg_swimming_cadence,"90",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750265",s,distance,"228.6",m,speed,"0.914",m/s,cadence,"48",rpm,enhanced_speed,"0.914",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"11",,start_time,"995750240",,total_elapsed_time,"25.0",s,total_timer_time,"25.0",s,length_type,"1",,timestamp,"995750265",,avg_speed,"0.914",m/s,swim_stroke,"2",swim_stroke,total_strokes,"20",strokes,avg_swimming_cadence,"48",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750295",s,distance,"251.46",m,speed,"0.762",m/s,cadence,"20",rpm,enhanced_speed,"0.762",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"12",,start_time,"995750265",,total_elapsed_time,"30.0",s,total_timer_time,"30.0",s,length_type,"1",,timestamp,"995750295",,avg_speed,"0.762",m/s,swim_stroke,"2",swim_stroke,total_strokes,"10",strokes,avg_swimming_cadence,"20",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750330",s,distance,"274.32",m,speed,"0.653",m/s,cadence,"34",rpm,enhanced_speed,"0.653",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"13",,start_time,"995750295",,total_elapsed_time,"35.0",s,total_timer_time,"35.0",s,length_type,"1",,timestamp,"995750330",,avg_speed,"0.653",m/s,swim_stroke,"2",swim_stroke,total_strokes,"20",strokes,avg_swimming_cadence,"34",strokes/min,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"4",,timestamp,"995750330",s,start_time,"995750220",,total_elapsed_time,"110.0",s,total_timer_time,"110.0",s,total_distance,"91.44",m,first_length_index,"10",,num_active_lengths,"4",lengths,num_lengths,"4",lengths,total_strokes,"80",strokes,avg_stroke_distance,"1.14",m,sport,"5",,sub_sport,"17",,
Definition,0,record,timestamp,1,,distance,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750390",s,distance,"297.18",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,,,,,,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"14",,start_time,"995750330",,total_elapsed_time,"60.0",s,total_timer_time,"60.0",s,length_type,"0",,timestamp,"995750390",,,,,,,,,,,,,,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"5",,timestamp,"995750390",s,start_time,"995750330",,total_elapsed_time,"60.0",s,total_timer_time,"60.0",s,total_distance,"0.0",m,first_length_index,"14",,num_active_lengths,"0",lengths,num_lengths,"1",lengths,total_strokes,"0",strokes,sport,"5",,sub_sport,"17",,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750410",s,distance,"297.18",m,speed,"1.143",m/s,cadence,"90",rpm,enhanced_speed,"1.143",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"15",,start_time,"995750390",,total_elapsed_time,"20.0",s,total_timer_time,"20.0",s,length_type,"1",,timestamp,"995750410",,avg_speed,"1.143",m/s,swim_stroke,"3",swim_stroke,total_strokes,"30",strokes,avg_swimming_cadence,"90",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750435",s,distance,"320.04",m,speed,"0.914",m/s,cadence,"48",rpm,enhanced_speed,"0.914",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"16",,start_time,"995750410",,total_elapsed_time,"25.0",s,total_timer_time,"25.0",s,length_type,"1",,timestamp,"995750435",,avg_speed,"0.914",m/s,swim_stroke,"3",swim_stroke,total_strokes,"20",strokes,avg_swimming_cadence,"48",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750465",s,distance,"342.9",m,speed,"0.762",m/s,cadence,"20",rpm,enhanced_speed,"0.762",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"17",,start_time,"995750435",,total_elapsed_time,"30.0",s,total_timer_time,"30.0",s,length_type,"1",,timestamp,"995750465",,avg_speed,"0.762",m/s,swim_stroke,"3",swim_stroke,total_strokes,"10",strokes,avg_swimming_cadence,"20",strokes/min,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750500",s,distance,"365.76",m,speed,"0.653",m/s,cadence,"34",rpm,enhanced_speed,"0.653",m/s,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,total_strokes,1,,avg_swimming_cadence,1,,,,,,,,,,,
Data,0,length,message_index,"18",,start_time,"995750465",,total_elapsed_time,"35.0",s,total_timer_time,"35.0",s,length_type,"1",,timestamp,"995750500",,avg_speed,"0.653",m/s,swim_stroke,"3",swim_stroke,total_strokes,"20",strokes,avg_swimming_cadence,"34",strokes/min,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"6",,timestamp,"995750500",s,start_time,"995750390",,total_elapsed_time,"110.0",s,total_timer_time,"110.0",s,total_distance,"91.44",m,first_length_index,"15",,num_active_lengths,"4",lengths,num_lengths,"4",lengths,total_strokes,"80",strokes,avg_stroke_distance,"1.14",m,sport,"5",,sub_sport,"17",,
Definition,0,record,timestamp,1,,distance,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750560",s,distance,"388.62",m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,,,,,,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"19",,start_time,"995750500",,total_elapsed_time,"60.0",s,total_timer_time,"60.0",s,length_type,"0",,timestamp,"995750560",,,,,,,,,,,,,,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"7",,timestamp,"995750560",s,start_time,"995750500",,total_elapsed_time,"60.0",s,total_timer_time,"60.0",s,total_distance,"0.0",m,first_length_index,"19",,num_active_lengths,"0",lengths,num_lengths,"1",lengths,total_strokes,"0",strokes,sport,"5",,sub_sport,"17",,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750600",s,distance,"388.62",m,speed,"0.572",m/s,enhanced_speed,"0.572",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"20",,start_time,"995750560",,total_elapsed_time,"40.0",s,total_timer_time,"40.0",s,length_type,"1",,timestamp,"995750600",,avg_speed,"0.572",m/s,swim_stroke,"4",swim_stroke,,,,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750640",s,distance,"411.48",m,speed,"0.572",m/s,enhanced_speed,"0.572",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"21",,start_time,"995750600",,total_elapsed_time,"40.0",s,total_timer_time,"40.0",s,length_type,"1",,timestamp,"995750640",,avg_speed,"0.572",m/s,swim_stroke,"4",swim_stroke,,,,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750680",s,distance,"434.34",m,speed,"0.572",m/s,enhanced_speed,"0.572",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"22",,start_time,"995750640",,total_elapsed_time,"40.0",s,total_timer_time,"40.0",s,length_type,"1",,timestamp,"995750680",,avg_speed,"0.572",m/s,swim_stroke,"4",swim_stroke,,,,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,speed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"995750720",s,distance,"457.2",m,speed,"0.572",m/s,enhanced_speed,"0.572",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,length,message_index,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,length_type,1,,timestamp,1,,avg_speed,1,,swim_stroke,1,,,,,,,,,,,,,,,,,
Data,0,length,message_index,"23",,start_time,"995750680",,total_elapsed_time,"40.0",s,total_timer_time,"40.0",s,length_type,"1",,timestamp,"995750720",,avg_speed,"0.572",m/s,swim_stroke,"4",swim_stroke,,,,,,,,,,,,,,,,
Definition,0,lap,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,first_length_index,1,,num_active_lengths,1,,num_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,sport,1,,sub_sport,1,,
Data,0,lap,message_index,"8",,timestamp,"995750720",s,start_time,"995750560",,total_elapsed_time,"160.0",s,total_timer_time,"160.0",s,total_distance,"91.44",m,first_length_index,"20",,num_active_lengths,"4",lengths,num_lengths,"4",lengths,total_strokes,"0",strokes,sport,"5",,sub_sport,"17",,,,,
Definition,0,event,timestamp,1,,event,1,,event_type,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,event,timestamp,"995750720",s,event,"0",,event_type,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,0,session,message_index,1,,timestamp,1,,start_time,1,,total_elapsed_time,1,,total_timer_time,1,,total_distance,1,,sport,1,,sub_sport,1,,first_lap_index,1,,num_laps,1,,pool_length,1,,pool_length_unit,1,,num_lengths,1,,num_active_lengths,1,,total_cycles,1,,avg_stroke_distance,1,,
Data,0,session,message_index,"0",,timestamp,"995750720",s,start_time,"995749880",,total_elapsed_time,"840.0",s,total_timer_time,"840.0",s,total_distance,"457.2",m,sport,"5",,sub_sport,"17",,first_lap_index,"0",,num_laps,"9",,pool_length,"22.86",m,pool_length_unit,"1",,num_lengths,"24",lengths,num_active_lengths,"20",lengths,total_strokes,"320",strokes,avg_stroke_distance,"1.43",m,
Definition,0,activity,timestamp,1,,num_sessions,1,,local_timestamp,1,,total_timer_time,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,0,activity,timestamp,"995750720",,num_sessions,"1",,local_timestamp,"995725520",,total_timer_time,"840.0",s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
